layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Artisan Places to Eat Drink and Stay,Summer Thyme's Bakery & Deli,231 Colfax Ave,Grass Valley,CA,95945,530-273-2904,http://www.summerthymes.com/ ,"Espresso Bar, Natural foods, Organic & Fair Trade. Locovore, Gluten Free, Made to order breakfasts. Live Music on Saturday and Sundays from 10 am to 1 pm.",-121.058112656353,39.215891557756
Artisan Places to Eat Drink and Stay,Sushi at Nourish,106 Union St,Nevada City,CA,95959,530-478-1770,www.sushiatnourish.com,,-121.017307642176,39.2623479969051
Artisan Places to Eat Drink and Stay,Szabo Vineyards Tasting Room,316 Broad St,Nevada City,CA,95959,530-265-8792,http://www.szabovineyards.com,"Szabo Vineyards is a small, family owned operation producing wines made exclusively from grapes grown on our estate in the historic Sierra Foothills of Nevada City, CA. ",-121.019394169867,39.2628190119527
Artisan Places to Eat Drink and Stay,The Cedar House Sport Hotel,10918 Brockway Rd,Truckee,CA,96161,530-582-5655,https://www.cedarhousesporthotel.com/ ,"The Cedar House Sport Hotel is an active lifestyle hotel with 42 rooms and suites in a hip European style, complete with an avant garde restaurant and in-house adventure guiding company.",-120.169334198107,39.3243981682723
Artisan Places to Eat Drink and Stay,The Holbrooke Hotel,212 W Main St,Grass Valley,CA,95945,530-460-1945,https://www.holbrooke.com/ ,"The Holbrooke Hotel, located in the heart of gold country, has a storied past and welcomed guests including presidents Ulysses S. Grant, Grover Cleveland, Benjamin Harrison, and James Garfield, authors Mark Twain and Jack London, and the infamous Black Bart. ",-121.063522499641,39.2191294901204
Artisan Places to Eat Drink and Stay,The Madison House,427 Broad St,Nevada City,CA,95959,530-470-6127,http://www.themadisonhouse.net/ ,"Historic Bed & Breakfast, Victorian rooms, Hearty Breakfast, gracious hospitality, convenient location, off street parking ",-121.020645110731,39.2631011573593
Artisan Places to Eat Drink and Stay,The Mine Shaft,222 Broad St,Nevada City,CA,95959,530-265-6310,http://www.mineshaftsaloon.com/ ,"An old fashioned Saloon where everyone is welcome to gather, enjoy and relax!!! ",-121.018265529238,39.2625328557122
Artisan Places to Eat Drink and Stay,The Nevada City Classic Café,216 West Broad St,Nevada City ,CA,95959,530-265-9440,http://www.ncclassiccafe.com ,"Here at the Classic we proudly mix our US and French family heritage, our world traveling and ten years of dining experience to create a classic menu focused on old style, Nevada city meals, mixed with a blend of French country family cuisine. As we have our customers’ best interests in mind, especially when it comes to their food, we make sure to select organic and natural foods whenever possible to ensure you receive only the best when it comes to your meal.  ",-121.018095451206,39.2624910303395
Artisan Places to Eat Drink and Stay,The Outside Inn,575 E Broad St,Nevada City,CA,95959,530-265-2233, https://outsideinn.com/ ,"Providing lodging in Nevada City, California, the Outside Inn is a small hotel that sits in a quiet residential neighborhood just two blocks from downtown. The family owned motel features unique themed rooms under tall pines and is just a short walk to bookstores, coffee, shopping, entertainment and restaurants.",-121.022281610311,39.266667281391
Artisan Places to Eat Drink and Stay,The Pour House,10075 Jibboom St,Truckee,CA,96161,530-550-9664,http://www.thepourhousetruckee.com/ ,"The Pour House is the Truckee local's secret spot and a delicious escape from the hustle of the main drag. Cozy up to our bar and sample small production wines from around the world, at great local's rate pricing. We have the best cheese selection in Truckee as well, with all the crackers, salami, olives, jams and jellies you could want for the perfect picnic at the bar, apres ski or blizzard rations. And did someone say chocolate? We've got you covered there, too. ",-120.185648361845,39.328551283808
Artisan Places to Eat Drink and Stay,The Pour House,217 W Main St,Grass Valley,CA,95945,530-802-5414,https://www.thepourhousegv.com/ ,With 15 taps of fresh cold craft brew and a never ending list of local and top quality wines we have the perfect refreshment choice for everyone!,-121.063580999728,39.2190764994
Artisan Places to Eat Drink and Stay,The Richardson House Inn,10154 High St,Truckee,CA,96161,530-386-5551,http://www.therichardsonhouse.com/ ,This beautifully restored historic Victorian home known as 'The Richardson House was originally built when Truckee was a Wild West railroad town. For decades the house was operated as a bed & breakfast and recently converted to a vacation rental. The home remains the centerpiece of Truckee as it overlooks downtown and the Truckee River. The Richardson House is within walking distance of the town's best restaurants and liveliest bars.  ,-120.187479142767,39.3284119027013
Artisan Places to Eat Drink and Stay,The Stone House,107 Sacramento St,Nevada City ,CA,95959,530-265-5050,https://www.stonehouse.io/ ,"Our mission is to provide great food, inspiring libations and a conducive atmosphere for our guests to celebrate life in this historic Sierra foothills Restaurant, Tavern, Event Venue.",-121.016166807817,39.2616053225702
Artisan Places to Eat Drink and Stay,The Thirsty Barrel Taphouse,116 Neal St,Grass Valley,CA,95945,530-802-5488,https://www.thirstybarrel.com/ ,"We look forward to providing you the best service and the greatest possible products we can.  We offer 30 taps of constantly rotating craft beers, great local wines, and great food to compliment both.  Plus we love dogs, bring your fury friend along to our dog friendly patio.  As we grow, it is our hopes that we become embedded as a staple in Grass Valley and Nevada County because we love our community.",-121.062031884665,39.2166842789682
Artisan Places to Eat Drink and Stay,The Truckee Hotel,10007 Bridge St,Truckee,CA,96161,530-587-4444,http://www.truckeehotel.com/ ,"Located in the heart of historic downtown Truckee, when you walk into the lobby you will find a caring and gracious staff that will go out of their way to make you feel welcome and at home. The Truckee Hotel is centrally located to many North Lake Tahoe ski areas such as Squaw Valley, site of the 1960's Winter Olympics, as well as Northstar, Sugar Bowl, Alpine Meadows, Tahoe Donner, Royal Gorge and more.",-120.184130690512,39.3284107499115
Artisan Places to Eat Drink and Stay,The Willo Steakhouse,16898 Hwy 49,Nevada City,CA,95959,530-265-9902,https://www.thewillo.com/ ,"Established 1969, full bar. A Nevada County institution. Voted best steak year after year by the readers of The Union. Also named favorite roadhouse by Sacramento Magazine. Over 1 million hand cut, choice, aged New York steaks cooked on our grill.",-121.056881722767,39.2687483913137
Artisan Places to Eat Drink and Stay,Three Forks Bakery & Brewing Co.,211 Commercial St,Nevada City,CA,95959,530-470-8333,http://www.threeforksnc.com/ ,"Three Forks Bakery & Brewing Co serves wood-fired pizza, craft beer brewed in our 7 barrel brewhouse, regional wines, hard cider, artisan breads, baked goods, soup, salad, sandwiches, fresh drinks, loose leaf tea, espresso and coffee. We source as much of our food as possible from local organic producers.",-121.017142918103,39.2629673735012
Artisan Places to Eat Drink and Stay,Tofanelli’s Gold Country Bistro,302 W Main St,Grass Valley,CA,95945,530-272-1468,http://www.tofanellis.com/ ,"Tofanelli's Gold Country Bistro, Nevada County's popular destination for breakfast, lunch, dinner... or simply enjoying a bottle of fine wine, delicious appetizers and fresh air in the charming outdoor patio. Enjoy our full bar too! ",-121.063840931747,39.2191424091297
Artisan Places to Eat Drink and Stay,Truckee Donner Lodge,10527 Coldstream Rd,Truckee,CA,96161,530-582-9999,http://www.truckeedonnerlodge.com/ ,"Slow down, breathe and unwind at the Truckee Donner Lodge. Nestled in the heart of the Sierra Nevada mountains only minutes from Lake Tahoe and Donner Lake, the Truckee Donner Lodge is uniquely designed with your relaxation in mind. Rooms that are well appointed with rates that are unexpected. The lodge, seconds from historic downtown Truckee, is on the doorstep of wonderful restaurants, shops, nightlife, and an unrivaled recreational paradise surrounded by lakes and magnificent mountains.  ",-120.228362181016,39.3226255391463
Artisan Places to Eat Drink and Stay,Truckee River Winery,11467 Brockway Rd,Truckee,CA,96161,530-587-4626,https://truckeeriverwinery.com/index.html,"Truckee River Winery was established 29 years ago with the vision of sourcing quality grapes, bringing the fruit to Truckee in order to take advantage of the high elevation and cold temperatures to naturally cool the fermentation and slow down the barrel aging process. Thus becoming the highest and coldest winery. Our focus from the beginning has been to produce handcrafted wines with great structure and finesse. Our award-winning Pinot Noir is the winemaker's pride and joy. ",-120.159964432826,39.3200864251148
Artisan Places to Eat Drink and Stay,Twelve 28 Kitchen,10118 Commercial Ave,Penn Valley,CA,95946,530-446-6534,https://www.twelve28kitchen.com,A warm and comfortable social gathering place where our passion is on food that we make from the heart and the people we get to enjoy it with! We source local ingredients when possible as well as local craft beers and wine. We look forward to having you as our guest!,-121.203973388237,39.2065624610546
Artisan Places to Eat Drink and Stay,Watershed Restaurant,134 Mill St,Grass Valley,CA,95945,530-205-9070,https://watershedattheowl.com ,"A Slow Food inspired dining experience where the food we prepare is produced by and reflects the community we serve. Our communal dining style creates a warm, intimate setting to explore our menu by sharing dishes with others. ",-121.062997941905,39.2181836650607
Artisan Places to Eat Drink and Stay,Wild Eye Pub,535 Mill St,Grass Valley,CA,95945,530-446-6668,https://www.wildeyepub.com/ ,"Wild Eye Pub gives customers great food, inspired drinks, and attentive service in a comfortable, art filled space; a perfect place to connect with others, nurture creative ideas, and nourish body and spirit. ",-121.069117165009,39.2105811697979
Arts Organizations,AirAligned Dance Company,"900 Golden Gate Ter, Ste E",Grass Valley,CA,95945,530-277-4489,www.airaligned.org,We offer aerial arts for students as young as 18 months through adult,-121.038390404802,39.2251984567997
Arts Organizations,Alta Sierra Biblical Gardens,16343 Auburn Rd,Grass Valley,CA,95949,530-798-4032 or 272-1363,www.biblicalgarden.org,"A quiet place for meditation, reflection and retreat; a garden portraying the passion and life history of Jesus Christ. ",-121.07747090606,39.1362500559852
Arts Organizations,Ananda Crystal Hermitage Gardens,14618 Tyler Foote Rd,Nevada City,CA,95959,530-478-7587,https://www.anandavillage.org/crystal-hermitage-gardens/ ,"Beautiful terraced gardens, expansive vistas, and peace of mind await all those who visit Crystal Hermitage. ",-121.044776876703,39.3692327490976
Arts Organizations,Arts For The Schools,"10833 Donner Pass Rd, Ste 201",Truckee,CA,96161,530-582-8278,www.artsfortheschools.org,"Arts For The Schools is a bi-state 501(c)3 non profit that fundamentally believes that access and exposure to the arts is essential for all.  Arts For The Schools fills the gaps in visual and performing arts education for more than 10,000 children at K thru 12 schools AND provides access to artistic excellence for the public.",-120.199019532422,39.3264295390045
